,countryname,countrycode,date_start,date_end,stay_home,stay_home_flag,announce,start,end,enforce,group,country_label,all_requ,gen_requ,tar_requ,all_reco,date_start_gen_req_min,check1,first_order,national_required,update_date,update_policy,update_scope,subcountry_first,recommendation_first
455,Sierra Leone,SLE,4/5/2020,4/7/2020,3_required,1_general,NA,NA,NA,NA,NA,na_SLE,TRUE,TRUE,FALSE,TRUE,4/5/2020,NA,NA,,,,,,
456,Sierra Leone,SLE,4/8/2020,4/25/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SLE,TRUE,TRUE,FALSE,TRUE,4/5/2020,NA,NA,,,,,,
305,Lesotho,LSO,1/1/2020,3/17/2020,0_no_measures,missing,3/29/2020,3/30/2020,5/5/2020,mandatory,treatment,t_LSO,TRUE,TRUE,FALSE,TRUE,3/18/2020,FALSE,FALSE,,,,,,
457,Sierra Leone,SLE,4/26/2020,5/2/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SLE,TRUE,TRUE,FALSE,TRUE,4/5/2020,NA,NA,,,,,,
458,Sierra Leone,SLE,5/3/2020,5/5/2020,3_required,1_general,NA,NA,NA,NA,NA,na_SLE,TRUE,TRUE,FALSE,TRUE,4/5/2020,NA,NA,,,,,,
308,Liberia,LBR,1/1/2020,3/20/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_LBR,TRUE,TRUE,TRUE,FALSE,4/8/2020,NA,NA,,,,,,
459,Sierra Leone,SLE,5/6/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SLE,TRUE,TRUE,FALSE,TRUE,4/5/2020,NA,NA,,,,,,
437,San Marino,SMR,3/8/2020,4/9/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SMR,TRUE,TRUE,FALSE,TRUE,4/10/2020,NA,NA,,,,,,
311,Libya,LBY,1/1/2020,3/21/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_LBY,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
438,San Marino,SMR,4/10/2020,5/2/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SMR,TRUE,TRUE,FALSE,TRUE,4/10/2020,NA,NA,,,,,,
439,San Marino,SMR,5/3/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SMR,TRUE,TRUE,FALSE,TRUE,4/10/2020,NA,NA,,,,,,
472,Somalia,SOM,4/11/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SOM,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
448,Serbia,SRB,3/15/2020,3/17/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SRB,TRUE,TRUE,FALSE,TRUE,3/15/2020,NA,NA,,,,,,
449,Serbia,SRB,3/18/2020,5/16/2020,3_required,1_general,NA,NA,NA,NA,NA,na_SRB,TRUE,TRUE,FALSE,TRUE,3/15/2020,NA,NA,,,,,,
317,Lithuania,LTU,1/1/2020,3/15/2020,0_no_measures,missing,3/14/2020,3/16/2020,4/22/2020,mandatory,treatment,t_LTU,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,,,,,,
450,Serbia,SRB,5/17/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SRB,TRUE,TRUE,FALSE,TRUE,3/15/2020,NA,NA,,,,,,
319,Luxembourg,LUX,1/1/2020,3/16/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_LUX,TRUE,TRUE,FALSE,TRUE,3/17/2020,NA,NA,,,,,,
482,South Sudan,SSD,3/24/2020,4/17/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SSD,TRUE,TRUE,TRUE,TRUE,5/7/2020,NA,NA,,,,,,
483,South Sudan,SSD,4/18/2020,5/6/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_SSD,TRUE,TRUE,TRUE,TRUE,5/7/2020,NA,NA,,,,,,
322,Macao,MAC,1/1/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MAC,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,,,,,,
323,Madagascar,MDG,1/1/2020,3/22/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MDG,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
484,South Sudan,SSD,5/7/2020,5/28/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SSD,TRUE,TRUE,TRUE,TRUE,5/7/2020,NA,NA,,,,,,
485,South Sudan,SSD,5/29/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_SSD,TRUE,TRUE,TRUE,TRUE,5/7/2020,NA,NA,,,,,,
500,Suriname,SUR,3/28/2020,5/23/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SUR,TRUE,TRUE,TRUE,TRUE,3/28/2020,NA,NA,,,,,,
327,Malawi,MWI,1/1/2020,4/17/2020,0_no_measures,missing,,NA,,,control,c_MWI,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
501,Suriname,SUR,5/24/2020,5/25/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SUR,TRUE,TRUE,TRUE,TRUE,3/28/2020,NA,NA,,,,,,
329,Malaysia,MYS,1/1/2020,3/17/2020,0_no_measures,missing,3/16/2020,3/18/2020,5/12/2020,mandatory,treatment,t_MYS,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,,,,,,
502,Suriname,SUR,5/26/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_SUR,TRUE,TRUE,TRUE,TRUE,3/28/2020,NA,NA,,,,,,
331,Mali,MLI,1/1/2020,3/24/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MLI,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
464,Slovak Republic,SVK,3/12/2020,4/7/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SVK,TRUE,TRUE,FALSE,TRUE,4/8/2020,NA,NA,,,,,,
333,Mali,MLI,5/10/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MLI,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
334,Mauritania,MRT,1/1/2020,3/18/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MRT,TRUE,TRUE,FALSE,FALSE,3/19/2020,NA,NA,,,,,,
465,Slovak Republic,SVK,4/8/2020,4/13/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SVK,TRUE,TRUE,FALSE,TRUE,4/8/2020,NA,NA,,,,,,
336,Mauritius,MUS,1/1/2020,3/22/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MUS,TRUE,TRUE,FALSE,FALSE,3/23/2020,NA,NA,,,,,,
466,Slovak Republic,SVK,4/14/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SVK,TRUE,TRUE,FALSE,TRUE,4/8/2020,NA,NA,,,,,,
338,Mauritius,MUS,5/30/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MUS,TRUE,TRUE,FALSE,FALSE,3/23/2020,NA,NA,,,,,,
339,Mexico,MEX,1/1/2020,3/29/2020,0_no_measures,missing,,NA,,,control,c_MEX,TRUE,TRUE,FALSE,FALSE,3/30/2020,NA,NA,,,,,,
468,Slovenia,SVN,3/14/2020,5/13/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SVN,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
341,Moldova,MDA,1/1/2020,3/23/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MDA,TRUE,TRUE,FALSE,TRUE,3/24/2020,NA,NA,,,,,,
166,Eswatini,SWZ,3/27/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SWZ,TRUE,TRUE,FALSE,FALSE,3/27/2020,NA,NA,TRUE,,,,FALSE,
452,Seychelles,SYC,4/8/2020,5/3/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SYC,TRUE,TRUE,FALSE,TRUE,4/8/2020,NA,NA,,,,,,
344,Mongolia,MNG,1/1/2020,5/4/2020,0_no_measures,missing,,NA,,,control,c_MNG,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
453,Seychelles,SYC,5/4/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SYC,TRUE,TRUE,FALSE,TRUE,4/8/2020,NA,NA,,,,,,
346,Mongolia,MNG,5/8/2020,5/31/2020,0_no_measures,missing,,NA,,,control,c_MNG,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
347,Montserrat,MSR,1/1/2020,3/17/2020,NA,missing,NA,NA,NA,NA,NA,na_MSR,TRUE,TRUE,FALSE,NA,3/18/2020,NA,NA,,,,,,
507,Syria,SYR,4/17/2020,5/24/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_SYR,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
508,Syria,SYR,5/25/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SYR,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
535,Turks and Caicos Islands,TCA,3/26/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_TCA,TRUE,TRUE,FALSE,FALSE,3/26/2020,NA,NA,,,,,,
107,Chad,TCD,4/2/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_TCD,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
519,Togo,TGO,3/20/2020,4/1/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_TGO,TRUE,TRUE,FALSE,TRUE,4/2/2020,NA,NA,,,,,,
353,Morocco,MAR,1/1/2020,3/19/2020,0_no_measures,missing,,NA,,,control,c_MAR,TRUE,TRUE,FALSE,FALSE,3/20/2020,NA,NA,,,,,,
520,Togo,TGO,4/2/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_TGO,TRUE,TRUE,FALSE,TRUE,4/2/2020,NA,NA,,,,,,
355,Mozambique,MOZ,1/1/2020,3/31/2020,0_no_measures,missing,3/30/2020,3/30/2020,5/30/2020,voluntary,treatment,t_MOZ,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,,,,,,
511,Tajikistan,TJK,5/9/2020,5/11/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_TJK,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
357,Myanmar,MMR,1/1/2020,4/3/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_MMR,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
512,Tajikistan,TJK,5/12/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_TJK,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
517,Timor-Leste,TLS,3/28/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_TLS,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
578,NA,ARM,NA,NA,NA,NA,3/24/2020,3/24/2020,4/10/2020,mandatory,treatment,t_ARM,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,missing,,,,,
579,NA,TON,NA,NA,NA,NA,3/27/2020,3/29/2020,4/12/2020,mandatory,treatment,t_TON,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,missing,,,,,
360,Namibia,NAM,1/1/2020,3/26/2020,0_no_measures,missing,,NA,,,control,c_NAM,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
551,United States,USA,3/15/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_USA,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
76,British Virgin Islands,VGB,3/25/2020,3/26/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_VGB,TRUE,TRUE,FALSE,FALSE,3/25/2020,NA,NA,,,,,,
363,Nepal,NPL,1/1/2020,3/19/2020,0_no_measures,missing,3/24/2020,3/24/2020,6/14/2020,mandatory,treatment,t_NPL,TRUE,TRUE,TRUE,TRUE,3/24/2020,TRUE,TRUE,,,,,,
77,British Virgin Islands,VGB,3/27/2020,4/26/2020,3_required,1_general,NA,NA,NA,NA,NA,na_VGB,TRUE,TRUE,FALSE,FALSE,3/25/2020,NA,NA,,,,,,
78,British Virgin Islands,VGB,4/27/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_VGB,TRUE,TRUE,FALSE,FALSE,3/25/2020,NA,NA,,,,,,
560,Vanuatu,VUT,3/26/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_VUT,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
367,Netherlands,NLD,1/1/2020,3/5/2020,0_no_measures,missing,,NA,,,control,c_NLD,TRUE,TRUE,TRUE,TRUE,3/23/2020,NA,NA,,,,,,
568,Yemen,YEM,5/1/2020,5/4/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_YEM,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
569,Yemen,YEM,5/5/2020,5/27/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_YEM,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
570,Yemen,YEM,5/28/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_YEM,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
576,Zimbabwe,ZWE,3/23/2020,3/29/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_ZWE,TRUE,TRUE,FALSE,TRUE,3/30/2020,NA,NA,TRUE,,,,FALSE,
372,New Zealand,NZL,1/1/2020,3/20/2020,0_no_measures,missing,3/25/2020,3/25/2020,4/26/2020,mandatory,treatment,t_NZL,TRUE,TRUE,FALSE,TRUE,3/23/2020,TRUE,TRUE,,,,,,
577,Zimbabwe,ZWE,3/30/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_ZWE,TRUE,TRUE,FALSE,TRUE,3/30/2020,NA,NA,TRUE,,,,FALSE,
4,Albania,ALB,3/13/2020,5/31/2020,2_required_exceptions,1_general,3/23/2020,3/24/2020,5/31/2020,mandatory,treatment,t_ALB,TRUE,TRUE,FALSE,FALSE,3/13/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
375,New Zealand,NZL,5/14/2020,5/31/2020,0_no_measures,missing,3/25/2020,3/25/2020,4/26/2020,mandatory,treatment,t_NZL,TRUE,TRUE,FALSE,TRUE,3/23/2020,TRUE,TRUE,,,,,,
376,Nicaragua,NIC,1/1/2020,5/31/2020,0_no_measures,missing,,NA,,,control,c_NIC,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,,,,,,
377,Niger,NER,1/1/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_NER,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,,,,,,
378,Nigeria,NGA,1/1/2020,3/22/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_NGA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
543,United Arab Emirates,ARE,3/13/2020,3/22/2020,1_recommended,0_targeted,3/26/2020,3/26/2020,3/29/2020,mandatory,treatment,t_ARE,TRUE,TRUE,TRUE,TRUE,3/23/2020,FALSE,FALSE,TRUE,,,,FALSE,TRUE
544,United Arab Emirates,ARE,3/23/2020,5/14/2020,2_required_exceptions,1_general,3/26/2020,3/26/2020,3/29/2020,mandatory,treatment,t_ARE,TRUE,TRUE,TRUE,TRUE,3/23/2020,FALSE,FALSE,TRUE,,,,FALSE,
545,United Arab Emirates,ARE,5/15/2020,5/17/2020,1_recommended,0_targeted,3/26/2020,3/26/2020,3/29/2020,mandatory,treatment,t_ARE,TRUE,TRUE,TRUE,TRUE,3/23/2020,FALSE,FALSE,TRUE,,,,FALSE,
382,Norway,NOR,1/1/2020,5/31/2020,0_no_measures,missing,3/12/2020,3/12/2020,4/6/2020,voluntary,treatment,t_NOR,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,,,,,,
383,Oman,OMN,1/1/2020,4/9/2020,0_no_measures,missing,,NA,,,control,c_OMN,TRUE,TRUE,TRUE,TRUE,4/10/2020,NA,NA,,,,,,
17,Argentina,ARG,3/19/2020,4/26/2020,3_required,1_general,3/19/2020,3/20/2020,5/10/2020,mandatory,treatment,t_ARG,TRUE,TRUE,FALSE,FALSE,3/19/2020,TRUE,TRUE,TRUE,,,,FALSE,
18,Argentina,ARG,4/27/2020,5/31/2020,2_required_exceptions,1_general,3/19/2020,3/20/2020,5/10/2020,mandatory,treatment,t_ARG,TRUE,TRUE,FALSE,FALSE,3/19/2020,TRUE,TRUE,TRUE,,,,FALSE,
28,Australia,AUS,3/24/2020,4/1/2020,1_recommended,1_general,3/23/2020,3/23/2020,5/16/2020,voluntary,treatment,t_AUS,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,update,3/24/2020,2_required_exceptions,,FALSE,FALSE
387,Pakistan,PAK,1/1/2020,3/22/2020,0_no_measures,missing,3/23/2020,3/23/2020,5/9/2020,mandatory,treatment,t_PAK,TRUE,TRUE,TRUE,FALSE,3/23/2020,TRUE,TRUE,,,,,,
29,Australia,AUS,4/2/2020,5/14/2020,2_required_exceptions,0_targeted,3/23/2020,3/23/2020,5/16/2020,voluntary,treatment,t_AUS,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,,,,FALSE,FALSE
30,Australia,AUS,5/15/2020,5/24/2020,1_recommended,1_general,3/23/2020,3/23/2020,5/16/2020,voluntary,treatment,t_AUS,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,,,,FALSE,FALSE
390,Palestine,PSE,1/1/2020,3/21/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_PSE,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
31,Australia,AUS,5/25/2020,5/28/2020,1_recommended,0_targeted,3/23/2020,3/23/2020,5/16/2020,voluntary,treatment,t_AUS,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,,,,FALSE,FALSE
34,Austria,AUT,3/16/2020,4/30/2020,2_required_exceptions,1_general,3/15/2020,3/16/2020,4/13/2020,mandatory,treatment,t_AUT,TRUE,TRUE,FALSE,FALSE,3/16/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
393,Panama,PAN,1/1/2020,3/16/2020,0_no_measures,missing,3/24/2020,3/25/2020,5/12/2020,mandatory,treatment,t_PAN,TRUE,TRUE,FALSE,TRUE,4/1/2020,FALSE,FALSE,,,,,,
37,Azerbaijan,AZE,3/31/2020,5/17/2020,3_required,1_general,3/23/2020,3/24/2020,8/1/2020,mandatory,treatment,t_AZE,TRUE,TRUE,FALSE,TRUE,3/31/2020,FALSE,FALSE,update,3/24/2020,3_required,,FALSE,FALSE
38,Azerbaijan,AZE,5/18/2020,5/31/2020,1_recommended,1_general,3/23/2020,3/24/2020,8/1/2020,mandatory,treatment,t_AZE,TRUE,TRUE,FALSE,TRUE,3/31/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
396,Papua New Guinea,PNG,1/1/2020,4/7/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_PNG,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,,,,,,
52,Belgium,BEL,3/18/2020,5/31/2020,2_required_exceptions,1_general,3/17/2020,3/18/2020,5/3/2020,mandatory,treatment,t_BEL,TRUE,TRUE,FALSE,FALSE,3/18/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
42,Bangladesh,BGD,3/19/2020,3/24/2020,2_required_exceptions,0_targeted,3/23/2020,3/26/2020,5/30/2020,mandatory,treatment,t_BGD,TRUE,TRUE,TRUE,TRUE,4/10/2020,FALSE,FALSE,TRUE,,,,TRUE,FALSE
399,Paraguay,PRY,1/1/2020,3/9/2020,0_no_measures,missing,,NA,,,control,c_PRY,TRUE,TRUE,FALSE,TRUE,3/17/2020,NA,NA,,,,,,
43,Bangladesh,BGD,3/25/2020,4/9/2020,1_recommended,1_general,3/23/2020,3/26/2020,5/30/2020,mandatory,treatment,t_BGD,TRUE,TRUE,TRUE,TRUE,4/10/2020,FALSE,FALSE,update,3/25/2020,3_required,,TRUE,FALSE
44,Bangladesh,BGD,4/10/2020,5/30/2020,2_required_exceptions,1_general,3/23/2020,3/26/2020,5/30/2020,mandatory,treatment,t_BGD,TRUE,TRUE,TRUE,TRUE,4/10/2020,FALSE,FALSE,TRUE,,,,TRUE,FALSE
45,Bangladesh,BGD,5/31/2020,5/31/2020,1_recommended,1_general,3/23/2020,3/26/2020,5/30/2020,mandatory,treatment,t_BGD,TRUE,TRUE,TRUE,TRUE,4/10/2020,FALSE,FALSE,TRUE,,,,TRUE,FALSE
63,Bolivia,BOL,3/17/2020,5/31/2020,2_required_exceptions,1_general,3/21/2020,3/22/2020,7/31/2020,mandatory,treatment,t_BOL,TRUE,TRUE,FALSE,FALSE,3/17/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
404,Peru,PER,1/1/2020,3/14/2020,0_no_measures,missing,,NA,,,control,c_PER,TRUE,TRUE,FALSE,FALSE,3/15/2020,NA,NA,,,,,,
47,Barbados,BRB,3/28/2020,4/2/2020,1_recommended,1_general,3/26/2020,3/28/2020,5/3/2020,mandatory,treatment,t_BRB,TRUE,TRUE,FALSE,TRUE,4/3/2020,FALSE,FALSE,update,3/28/2020,2_required_exceptions,,FALSE,FALSE
48,Barbados,BRB,4/3/2020,5/3/2020,3_required,1_general,3/26/2020,3/28/2020,5/3/2020,mandatory,treatment,t_BRB,TRUE,TRUE,FALSE,TRUE,4/3/2020,FALSE,FALSE,update,4/3/2020,3_required,,FALSE,FALSE
49,Barbados,BRB,5/4/2020,5/31/2020,2_required_exceptions,1_general,3/26/2020,3/28/2020,5/3/2020,mandatory,treatment,t_BRB,TRUE,TRUE,FALSE,TRUE,4/3/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
408,Philippines,PHL,1/1/2020,3/14/2020,0_no_measures,missing,,NA,,,control,c_PHL,TRUE,TRUE,TRUE,TRUE,3/18/2020,NA,NA,,,,,,
70,Botswana,BWA,4/2/2020,5/19/2020,2_required_exceptions,0_targeted,3/31/2020,4/2/2020,5/7/2020,mandatory,treatment,t_BWA,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,update,4/2/2020,3_required,1_general,FALSE,FALSE
71,Botswana,BWA,5/20/2020,5/31/2020,1_recommended,1_general,3/31/2020,4/2/2020,5/7/2020,mandatory,treatment,t_BWA,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,,,,FALSE,FALSE
505,Switzerland,CHE,3/17/2020,5/31/2020,1_recommended,1_general,3/16/2020,3/17/2020,4/26/2020,voluntary,treatment,t_CHE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,,,,FALSE,TRUE
119,Congo,COG,3/28/2020,5/17/2020,3_required,1_general,3/30/2020,3/31/2020,4/20/2020,mandatory,treatment,t_COG,TRUE,TRUE,FALSE,FALSE,3/28/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
413,Pitcairn Islands,PCN,1/1/2020,5/31/2020,NA,missing,NA,NA,NA,NA,NA,na_PCN,FALSE,FALSE,FALSE,NA,NA,NA,NA,,,,,,
414,Poland,POL,1/1/2020,3/30/2020,0_no_measures,missing,3/24/2020,3/24/2020,4/18/2020,mandatory,treatment,t_POL,TRUE,TRUE,FALSE,TRUE,3/31/2020,FALSE,FALSE,,,,,,
120,Congo,COG,5/18/2020,5/31/2020,2_required_exceptions,1_general,3/30/2020,3/31/2020,4/20/2020,mandatory,treatment,t_COG,TRUE,TRUE,FALSE,FALSE,3/28/2020,FALSE,FALSE,TRUE,,,,FALSE,FALSE
117,Colombia,COL,3/25/2020,5/31/2020,2_required_exceptions,1_general,3/24/2020,3/25/2020,7/15/2020,mandatory,treatment,t_COL,TRUE,TRUE,FALSE,FALSE,3/25/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
417,Poland,POL,5/30/2020,5/31/2020,0_no_measures,missing,3/24/2020,3/24/2020,4/18/2020,mandatory,treatment,t_POL,TRUE,TRUE,FALSE,TRUE,3/31/2020,FALSE,FALSE,,,,,,
418,Portugal,PRT,1/1/2020,3/18/2020,0_no_measures,missing,3/19/2020,3/19/2020,5/2/2020,mandatory,treatment,t_PRT,TRUE,TRUE,FALSE,TRUE,3/19/2020,TRUE,TRUE,,,,,,
194,Germany,DEU,3/9/2020,3/20/2020,1_recommended,1_general,3/22/2020,3/23/2020,4/19/2020,voluntary,treatment,t_DEU,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,,,,TRUE,TRUE
195,Germany,DEU,3/21/2020,5/5/2020,2_required_exceptions,0_targeted,3/22/2020,3/23/2020,4/19/2020,voluntary,treatment,t_DEU,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,update,3/22/2020,2_required_exceptions,1_general,TRUE,TRUE
421,Puerto Rico,PRI,1/1/2020,3/14/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_PRI,TRUE,TRUE,FALSE,FALSE,3/15/2020,NA,NA,,,,,,
143,Djibouti,DJI,3/23/2020,5/16/2020,3_required,1_general,3/23/2020,3/23/2020,5/17/2020,mandatory,treatment,t_DJI,TRUE,TRUE,FALSE,FALSE,3/23/2020,TRUE,TRUE,TRUE,,,,FALSE,FALSE
423,Qatar,QAT,1/1/2020,3/16/2020,0_no_measures,missing,,NA,,,control,c_QAT,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
141,Denmark,DNK,3/3/2020,5/31/2020,1_recommended,1_general,3/12/2020,3/13/2020,4/13/2020,voluntary,treatment,t_DNK,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,missing,,,,,
425,Romania,ROU,1/1/2020,3/11/2020,0_no_measures,missing,3/25/2020,3/25/2020,5/15/2020,mandatory,treatment,t_ROU,TRUE,TRUE,FALSE,TRUE,3/25/2020,TRUE,TRUE,,,,,,
6,Algeria,DZA,3/23/2020,4/23/2020,3_required,0_targeted,3/23/2020,3/23/2020,5/14/2020,mandatory,treatment,t_DZA,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,,,,TRUE,FALSE
7,Algeria,DZA,4/24/2020,5/31/2020,2_required_exceptions,0_targeted,3/23/2020,3/23/2020,5/14/2020,mandatory,treatment,t_DZA,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,update,4/1/2020,2_required_exceptions,1_general,TRUE,FALSE
160,Eritrea,ERI,3/23/2020,3/31/2020,1_recommended,1_general,4/1/2020,4/2/2020,4/23/2020,mandatory,treatment,t_ERI,TRUE,TRUE,FALSE,TRUE,4/1/2020,TRUE,TRUE,TRUE,,,,FALSE,TRUE
429,Russia,RUS,1/1/2020,3/4/2020,0_no_measures,missing,3/29/2020,3/30/2020,5/11/2020,voluntary,treatment,t_RUS,TRUE,TRUE,TRUE,FALSE,3/19/2020,FALSE,FALSE,,,,,,
161,Eritrea,ERI,4/1/2020,5/31/2020,2_required_exceptions,1_general,4/1/2020,4/2/2020,4/23/2020,mandatory,treatment,t_ERI,TRUE,TRUE,FALSE,TRUE,4/1/2020,TRUE,TRUE,TRUE,,,,FALSE,TRUE
